title,year,baseline_year,country,treatment_type,duration_month,duration_years,z_treatment_effect,invSE,intervention_value,intervention_value_k,intervention_value_10k,intervention_value_100k,all_n,treatment_n,control_n,se_treatment_effect,population,depression_yn,outcome,outcome_negative,transfer_type,outcome_category,archive_name,id,int_Asset,int_CCT,int_Grad,int_Healthcare,int_Lottery,int_Neighborhood,int_Savings,int_UCT,treatment,age,age_range,female_share,authors,duration,z_se,LMIC,lumpsum,gdppercapita,ST,_meta_id,_meta_studylabel,_meta_es,_meta_se,_meta_cil,_meta_ciu,_meta_studysize,out_depression,out_anx_stress,out_happiness,out_other,intervention_gdp,lumpsumXyears_since,id_factor,_meta_regweight
"Cash transfers, maternal depression and emotional well-being: Quasi- experimental evidence from India’s Janani Suraksha Yojana programme",2016,2015,India,UCT,11,.9166666666666666,.1817376243605752,2.95036887038199,15,.015,.0015,.00015,1695,1589,106,.373,women giving birth,N,happy,0,Unconditional,Happiness or Satisfaction,powell_16,Powell-Jackson et al. 2016,0,0,0,0,0,0,0,1,UCT,25.9,15 to 49,1,Powell-Jackson et al.,11 months,.3389406694324727,1,1,5464.858,1,48,Powell-Jackson et al. 2016,.1817376243605752,.3389406694324727,-.4825738806229672,.8460491293441175,1695,0,0,1,0,.0027448107,.91666669,Powell-Jackson et al. 2016,8.063794811600097
"Cash transfers, maternal depression and emotional well-being: Quasi- experimental evidence from India’s Janani Suraksha Yojana programme",2016,2015,India,UCT,11,.9166666666666666,.2095845184158246,9.798970342733577,15,.015,.0015,.00015,1695,1589,106,.633,women giving birth,Y,maternal depression,1,Unconditional,Depression,powell_16,Powell-Jackson et al. 2016,0,0,0,0,0,0,0,1,UCT,25.9,15 to 49,1,Powell-Jackson et al.,11 months,.1020515385824746,1,1,5464.858,1,49,Powell-Jackson et al. 2016,.2095845184158246,.1020515385824746,.0095671782272747,.4096018586043745,1695,1,0,0,0,.0027448107,.91666669,Powell-Jackson et al. 2016,51.16442269825301
"Cash transfers, maternal depression and emotional well-being: Quasi- experimental evidence from India’s Janani Suraksha Yojana programme",2016,2015,India,UCT,11,.9166666666666666,.0999556933983164,6.538844852361748,15,.015,.0015,.00015,1695,1589,106,.153,women giving birth,N,worried,1,Unconditional,Anxiety,powell_16,Powell-Jackson et al. 2016,0,0,0,0,0,0,0,1,UCT,25.9,15 to 49,1,Powell-Jackson et al.,11 months,.152932210899424,1,1,5464.858,1,50,Powell-Jackson et al. 2016,.0999556933983164,.152932210899424,-.1997859320406386,.3996973188372713,1695,0,1,0,0,.0027448107,.91666669,Powell-Jackson et al. 2016,30.75165434970316
"Cash transfers, maternal depression and emotional well-being: Quasi- experimental evidence from India’s Janani Suraksha Yojana programme",2016,2015,India,UCT,11,.9166666666666666,.2221237631073697,8.575227963525837,15,.015,.0015,.00015,1695,1589,106,.105,women giving birth,Y,depressed,1,Unconditional,Depression,powell_16,Powell-Jackson et al. 2016,0,0,0,0,0,0,0,1,UCT,25.9,15 to 49,1,Powell-Jackson et al.,11 months,.1166149756313691,1,1,5464.858,1,51,Powell-Jackson et al. 2016,.2221237631073697,.1166149756313691,-.0064373891881297,.450684915402869,1695,1,0,0,0,.0027448107,.91666669,Powell-Jackson et al. 2016,43.99594563876506
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,UCT,12,1,.1497679216090768,11.11111111111111,338,.338,.0338,.00338,693,219,268,.09,metalworkers of the Kamukunji Jua Kali Association,N,optimism,0,Unconditional,Optimism,Haushofer_2020,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,35,18+,,Haushofer et al.,1 year,.09,1,1,2664.897,1,52,Haushofer et al. 2020,.1497679216090768,.09,-.026628836999528,.3261646802176816,693,0,0,0,1,.12683417,1,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,UCT,12,1,.0099845281072718,10,338,.338,.0338,.00338,693,219,268,.1,metalworkers of the Kamukunji Jua Kali Association,N,perceived stress,1,Unconditional,Stress,Haushofer_2020,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,35,18+,,Haushofer et al.,1 year,.1,1,1,2664.897,1,53,Haushofer et al. 2020,.0099845281072718,.1,-.1860118703467336,.2059809265612772,693,0,1,0,0,.12683417,1,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,Healthcare,12,1,.0199682034976153,10,338,.338,.0338,.00338,693,206,268,.1,metalworkers of the Kamukunji Jua Kali Association,N,optimism,0,In-kind,Optimism,Haushofer_2020,Haushofer et al. 2020,0,0,0,1,0,0,0,0,Healthcare,35,18+,,Haushofer et al.,1 year,.1,1,0,2664.897,1,54,Haushofer et al. 2020,.0199682034976153,.1,-.1760281949563901,.2159646019516206,693,0,0,0,1,.12683417,0,Haushofer et al. 2020,
The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya,2016,2011,Kenya,UCT,9,.75,.0999357739242132,20,709,.709,.0709,.00709,1474,769,401,.05,heads of poor households,N,optimism,0,Unconditional,Optimism,Haushofer_2016,Haushofer & Shapiro 2016,0,0,0,0,0,0,0,1,UCT,35,Around 35,.53,Haushofer & Shapiro,9 months,.05,1,,2664.897,0,55,Haushofer & Shapiro 2016,.0999357739242132,.05,.0019375746972105,.1979339731512159,1474,0,0,0,1,.26605156,,Haushofer & Shapiro 2016,
The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya,2016,2011,Kenya,UCT,9,.75,0,20,709,.709,.0709,.00709,1474,769,401,.05,heads of poor households,N,stress - log cortisol (no controls),1,Unconditional,Stress,Haushofer_2016,Haushofer & Shapiro 2016,0,0,0,0,0,0,0,1,UCT,35,Around 35,.53,Haushofer & Shapiro,9 months,.05,1,,2664.897,0,56,Haushofer & Shapiro 2016,0,.05,-.0979981992270027,.0979981992270027,1474,0,1,0,0,.26605156,,Haushofer & Shapiro 2016,
The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya,2016,2011,Kenya,UCT,9,.75,.1299165061014772,20,709,.709,.0709,.00709,1474,769,401,.05,heads of poor households,N,worries,1,Unconditional,Anxiety,Haushofer_2016,Haushofer & Shapiro 2016,0,0,0,0,0,0,0,1,UCT,35,Around 35,.53,Haushofer & Shapiro,9 months,.05,1,,2664.897,0,57,Haushofer & Shapiro 2016,.1299165061014772,.05,.0319183068744745,.2279147053284799,1474,0,1,0,0,.26605156,,Haushofer & Shapiro 2016,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,Healthcare,12,1,-.0199682034976153,10,338,.338,.0338,.00338,693,206,268,.1,metalworkers of the Kamukunji Jua Kali Association,N,self-esteem,0,In-kind,Self-Esteem,Haushofer_2020,Haushofer et al. 2020,0,0,0,1,0,0,0,0,Healthcare,35,18+,,Haushofer et al.,1 year,.1,1,0,2664.897,1,58,Haushofer et al. 2020,-.0199682034976153,.1,-.2159646019516207,.1760281949563901,693,0,0,0,1,.12683417,0,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,Healthcare,12,1,.2595866454689984,10,338,.338,.0338,.00338,693,206,268,.1,metalworkers of the Kamukunji Jua Kali Association,N,perceived stress,1,In-kind,Stress,Haushofer_2020,Haushofer et al. 2020,0,0,0,1,0,0,0,0,Healthcare,35,18+,,Haushofer et al.,1 year,.1,1,0,2664.897,1,59,Haushofer et al. 2020,.2595866454689984,.1,.063590247014993,.4555830439230037,693,0,1,0,0,.12683417,0,Haushofer et al. 2020,
The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya,2016,2011,Kenya,UCT,9,.75,.2598330122029544,20,709,.709,.0709,.00709,1474,769,401,.05,heads of poor households,N,Stress (Cohen),1,Unconditional,Stress,Haushofer_2016,Haushofer & Shapiro 2016,0,0,0,0,0,0,0,1,UCT,35,Around 35,.53,Haushofer & Shapiro,9 months,.05,1,,2664.897,0,60,Haushofer & Shapiro 2016,.2598330122029544,.05,.1618348129759517,.3578312114299571,1474,0,1,0,0,.26605156,,Haushofer & Shapiro 2016,
The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya,2016,2011,Kenya,UCT,9,.75,.1698908156711625,20,709,.709,.0709,.00709,1474,769,401,.05,heads of poor households,N,life satisfaction,0,Unconditional,Happiness or Satisfaction,Haushofer_2016,Haushofer & Shapiro 2016,0,0,0,0,0,0,0,1,UCT,35,Around 35,.53,Haushofer & Shapiro,9 months,.05,1,,2664.897,0,61,Haushofer & Shapiro 2016,.1698908156711625,.05,.0718926164441598,.2678890148981652,1474,0,0,1,0,.26605156,,Haushofer & Shapiro 2016,
The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya,2016,2011,Kenya,UCT,9,.75,.1598972382787412,20,709,.709,.0709,.00709,1474,769,401,.05,heads of poor households,N,happiness,0,Unconditional,Happiness or Satisfaction,Haushofer_2016,Haushofer & Shapiro 2016,0,0,0,0,0,0,0,1,UCT,35,Around 35,.53,Haushofer & Shapiro,9 months,.05,1,,2664.897,0,62,Haushofer & Shapiro 2016,.1598972382787412,.05,.0618990390517385,.2578954375057438,1474,0,0,1,0,.26605156,,Haushofer & Shapiro 2016,
The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya,2016,2011,Kenya,UCT,9,.75,-.0099935773924213,20,709,.709,.0709,.00709,1474,769,401,.05,heads of poor households,N,stress - log cortisol (with controls),1,Unconditional,Stress,Haushofer_2016,Haushofer & Shapiro 2016,0,0,0,0,0,0,0,1,UCT,35,Around 35,.53,Haushofer & Shapiro,9 months,.05,1,,2664.897,0,63,Haushofer & Shapiro 2016,-.0099935773924213,.05,-.107991776619424,.0880046218345814,1474,0,1,0,0,.26605156,,Haushofer & Shapiro 2016,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,UCT,12,1,.0199690562145436,14.28571428571428,338,.338,.0338,.00338,693,219,268,.07,metalworkers of the Kamukunji Jua Kali Association,N,log cortisol,1,Unconditional,Stress,Haushofer_2020,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,35,18+,,Haushofer et al.,1 year,.07,1,1,2664.897,1,64,Haushofer et al. 2020,.0199690562145436,.07,-.1172284227032602,.1571665351323474,693,0,1,0,0,.12683417,1,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,Healthcare,12,1,.0499205087440382,10,338,.338,.0338,.00338,693,206,268,.1,metalworkers of the Kamukunji Jua Kali Association,N,life satisfaction,0,In-kind,Happiness or Satisfaction,Haushofer_2020,Haushofer et al. 2020,0,0,0,1,0,0,0,0,Healthcare,35,18+,,Haushofer et al.,1 year,.1,1,0,2664.897,1,65,Haushofer et al. 2020,.0499205087440382,.1,-.1460758897099672,.2459169071980435,693,0,0,1,0,.12683417,0,Haushofer et al. 2020,
The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya,2016,2011,Kenya,UCT,9,.75,0,20,709,.709,.0709,.00709,1474,769,401,.05,heads of poor households,N,self-esteem,0,Unconditional,Self-Esteem,Haushofer_2016,Haushofer & Shapiro 2016,0,0,0,0,0,0,0,1,UCT,35,Around 35,.53,Haushofer & Shapiro,9 months,.05,1,,2664.897,0,66,Haushofer & Shapiro 2016,0,.05,-.0979981992270027,.0979981992270027,1474,0,0,0,1,.26605156,,Haushofer & Shapiro 2016,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,UCT,12,1,.0199690562145436,11.11111111111111,338,.338,.0338,.00338,693,219,268,.09,metalworkers of the Kamukunji Jua Kali Association,N,happiness,0,Unconditional,Happiness or Satisfaction,Haushofer_2020,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,35,18+,,Haushofer et al.,1 year,.09,1,1,2664.897,1,67,Haushofer et al. 2020,.0199690562145436,.09,-.1564277023940613,.1963658148231484,693,0,0,1,0,.12683417,1,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,UCT,12,1,.0698916967509025,11.11111111111111,338,.338,.0338,.00338,693,219,268,.09,metalworkers of the Kamukunji Jua Kali Association,Y,depression,1,Unconditional,Depression,Haushofer_2020,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,35,18+,,Haushofer et al.,1 year,.09,1,1,2664.897,1,68,Haushofer et al. 2020,.0698916967509025,.09,-.1065050618577023,.2462884553595074,693,1,0,0,0,.12683417,1,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,Healthcare,12,1,.1397774244833069,16.66666666666667,338,.338,.0338,.00338,693,206,268,.06,metalworkers of the Kamukunji Jua Kali Association,N,log cortisol,1,In-kind,Stress,Haushofer_2020,Haushofer et al. 2020,0,0,0,1,0,0,0,0,Healthcare,35,18+,,Haushofer et al.,1 year,.06,1,0,2664.897,1,69,Haushofer et al. 2020,.1397774244833069,.06,.0221795854109036,.2573752635557101,693,0,1,0,0,.12683417,0,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,UCT,12,1,-.0399381124290872,11.11111111111111,338,.338,.0338,.00338,693,219,268,.09,metalworkers of the Kamukunji Jua Kali Association,N,self-esteem,0,Unconditional,Self-Esteem,Haushofer_2020,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,35,18+,,Haushofer et al.,1 year,.09,1,1,2664.897,1,70,Haushofer et al. 2020,-.0399381124290872,.09,-.216334871037692,.1364586461795177,693,0,0,0,1,.12683417,1,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,Healthcare,12,1,.079872813990461,10,338,.338,.0338,.00338,693,206,268,.1,metalworkers of the Kamukunji Jua Kali Association,Y,depression,1,In-kind,Depression,Haushofer_2020,Haushofer et al. 2020,0,0,0,1,0,0,0,0,Healthcare,35,18+,,Haushofer et al.,1 year,.1,1,0,2664.897,1,71,Haushofer et al. 2020,.079872813990461,.1,-.1161235844635444,.2758692124444664,693,1,0,0,0,.12683417,0,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,UCT,12,1,.0299535843218154,10,338,.338,.0338,.00338,693,219,268,.1,metalworkers of the Kamukunji Jua Kali Association,N,life satisfaction,0,Unconditional,Happiness or Satisfaction,Haushofer_2020,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,35,18+,,Haushofer et al.,1 year,.1,1,1,2664.897,1,72,Haushofer et al. 2020,.0299535843218154,.1,-.16604281413219,.2259499827758207,693,0,0,1,0,.12683417,1,Haushofer et al. 2020,
Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,2020,2011,Kenya,Healthcare,12,1,.0099841017488076,11.11111111111111,338,.338,.0338,.00338,693,206,268,.09,metalworkers of the Kamukunji Jua Kali Association,N,happiness,0,In-kind,Happiness or Satisfaction,Haushofer_2020,Haushofer et al. 2020,0,0,0,1,0,0,0,0,Healthcare,35,18+,,Haushofer et al.,1 year,.09,1,0,2664.897,1,73,Haushofer et al. 2020,.0099841017488076,.09,-.1664126568597972,.1863808603574124,693,0,0,1,0,.12683417,0,Haushofer et al. 2020,
The Comparative Impact of Cash Transfers and Psychotherapy on Psychological and Economic Well-being,2020,2017,Kenya,UCT,12,1,.1599438662144778,16.66666666666667,485,.485,.0485,.00485,2140,521,1619,.06,rural population,N,mental health (GHQ-12),1,Unconditional,Depression,haushofer_kenya_20,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,45,Adults under 75,.64,Haushofer et al.,1 year,.06,1,1,4475.915,1,74,Haushofer et al. 2020,.1599438662144778,.06,.0423460271420746,.277541705286881,2140,1,0,0,0,.10835773,1,Haushofer et al. 2020,78.55265431328991
The Comparative Impact of Cash Transfers and Psychotherapy on Psychological and Economic Well-being,2020,2017,Kenya,UCT,12,1,.2099263244065022,11.11111111111111,485,.485,.0485,.00485,2140,521,1619,.09,rural population,N,life satisfaction,0,Unconditional,Happiness or Satisfaction,haushofer_kenya_20,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,45,Adults under 75,.64,Haushofer et al.,1 year,.09,1,1,4475.915,1,75,Haushofer et al. 2020,.2099263244065022,.09,.0335295657978973,.386323083015107,2140,0,0,1,0,.10835773,1,Haushofer et al. 2020,58.03724567697492
The Comparative Impact of Cash Transfers and Psychotherapy on Psychological and Economic Well-being,2020,2017,Kenya,UCT,12,1,.1599438662144778,20,485,.485,.0485,.00485,2140,521,1619,.05,rural population,N,Cohen (PSS) Stress,1,Unconditional,Stress,haushofer_kenya_20,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,45,Adults under 75,.64,Haushofer et al.,1 year,.05,1,1,4475.915,1,76,Haushofer et al. 2020,.1599438662144778,.05,.0619456669874751,.2579420654414805,2140,0,1,0,0,.10835773,1,Haushofer et al. 2020,85.98219709975122
The Comparative Impact of Cash Transfers and Psychotherapy on Psychological and Economic Well-being,2020,2017,Kenya,UCT,12,1,.1899333411296924,16.66666666666667,485,.485,.0485,.00485,2140,521,1619,.06,rural population,N,happiness,0,Unconditional,Happiness or Satisfaction,haushofer_kenya_20,Haushofer et al. 2020,0,0,0,0,0,0,0,1,UCT,45,Adults under 75,.64,Haushofer et al.,1 year,.06,1,1,4475.915,1,77,Haushofer et al. 2020,.1899333411296924,.06,.0723355020572892,.3075311802020956,2140,0,0,1,0,.10835773,1,Haushofer et al. 2020,78.55265431328991
Effects of a Universal Basic Income during the pandemic
,2020,2018,Kenya,UCT,24,2,.0108664465848152,450.9788546015261,540,.54,.054,.0054,4909,2182,2727,.372,Households in poor countries,,ces-d,1,Unconditional,Depression,banerjee_20,Banerjee et al. 2020,0,0,0,0,0,0,0,1,UCT,49,"Adults, average 49 years",.52,Banerjee et al.,24 months,.0022173988642629,1,1,4757.704,0,78,Banerjee et al. 2020,.0108664465848152,.0022173988642629,.0065204246714999,.0152124684981304,4909,1,0,0,0,.11350013,2,Banerjee et al. 2020,109.4663017042324
Effects of a Universal Basic Income during the pandemic
,2020,2018,Kenya,UCT,24,2,.0123884290999674,372.5702914782322,540,.54,.054,.0054,3967,1240,2727,.437,Households in poor countries,,ces-d,1,Unconditional,Depression,banerjee_20,Banerjee et al. 2020,0,0,0,0,0,0,0,1,UCT,49,"Adults, average 49 years",.52,Banerjee et al.,24 months,.0026840572715348,1,1,4757.704,0,79,Banerjee et al. 2020,.0123884290999674,.0026840572715348,.0071277735153163,.0176490846846185,3967,1,0,0,0,.11350013,2,Banerjee et al. 2020,109.4389000753499
Effects of a Universal Basic Income during the pandemic
,2020,2018,Kenya,UCT,30,2.5,.0020578280122104,487.1258927170092,500,.5,.05,.005,4776,2123,2653,.413,Households in poor countries,,ces-d,1,Unconditional,Depression,banerjee_20,Banerjee et al. 2020,0,0,0,0,0,0,0,1,UCT,49,"Adults, average 49 years",.52,Banerjee et al.,30 months,.0020528574131471,1,1,4757.704,0,80,Banerjee et al. 2020,.0020578280122104,.0020528574131471,-.0019656985829539,.0060813546073747,4776,1,0,0,0,.10509271,2.5,Banerjee et al. 2020,109.4747219265722
Effects of a Universal Basic Income during the pandemic
,2020,2018,Kenya,UCT,24,2,.0066462199482782,452.1911633504549,500,.5,.05,.005,4909,2182,2727,.373,Households in poor countries,,ces-d,1,Unconditional,Depression,banerjee_20,Banerjee et al. 2020,0,0,0,0,0,0,0,1,UCT,49,"Adults, average 49 years",.52,Banerjee et al.,24 months,.0022114540951898,1,1,4757.704,0,81,Banerjee et al. 2020,.0066462199482782,.0022114540951898,.0023118495682426,.0109805903283138,4909,1,0,0,0,.10509271,2,Banerjee et al. 2020,109.4666171962634
Effects of a Universal Basic Income during the pandemic
,2020,2018,Kenya,UCT,30,2.5,.0111574536237562,354.0968939112736,675,.675,.0675,.00675,3860,1206,2653,.427,Households in poor countries,,ces-d,1,Unconditional,Depression,banerjee_20,Banerjee et al. 2020,0,0,0,0,0,0,0,1,UCT,49,"Adults, average 49 years",.52,Banerjee et al.,30 months,.0028240857719881,1,1,4757.704,0,82,Banerjee et al. 2020,.0111574536237562,.0028240857719881,.0056223472214076,.0166925600261048,3860,1,0,0,0,.14187516,2.5,Banerjee et al. 2020,109.4296631288135
Effects of a Universal Basic Income during the pandemic
,2020,2018,Kenya,UCT,30,2.5,.0059091657743873,462.3567795280088,675,.675,.0675,.00675,4776,2123,2653,.392,Households in poor countries,,ces-d,1,Unconditional,Depression,banerjee_20,Banerjee et al. 2020,0,0,0,0,0,0,0,1,UCT,49,"Adults, average 49 years",.52,Banerjee et al.,30 months,.0021628319174228,1,1,4757.704,0,83,Banerjee et al. 2020,.0059091657743873,.0021628319174228,.0016700931116249,.0101482384371497,4776,1,0,0,0,.14187516,2.5,Banerjee et al. 2020,109.4691658749616
Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,2017,2009,Liberia,UCT,.75,.0625,-.0086068670635286,10.93518075324348,200,.2,.02,.002,470,250,220,.085,high risk men from 18-35,N,"Summary index of 19 aggressive behaviors, z-score",1,Unconditional,Other,Blattman_17,Blattman et al. 2017,0,0,0,0,0,0,0,1,UCT,25.4,18 to 35,0,Blattman et al.,2-5 weeks,.0914479625499917,1,1,1059.594,0,84,Blattman et al. 2017,-.0086068670635286,.0914479625499917,-.18784158012108,.1706278459940227,470,0,0,0,1,.18875153,.0625,Blattman et al. 2017,57.16557824495566
Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,2017,2009,Liberia,UCT,.75,.0625,.0655197755211117,9.245593806621644,200,.2,.02,.002,470,250,220,.104,high risk men from 18-35,Y,Depression and distress,1,Unconditional,Depression,Blattman_17,Blattman et al. 2017,0,0,0,0,0,0,0,1,UCT,25.4,18 to 35,0,Blattman et al.,2-5 weeks,.1081596294316765,1,1,1059.594,0,85,Blattman et al. 2017,.0655197755211117,.1081596294316765,-.1464692027461726,.277508753788396,470,1,0,0,0,.18875153,.0625,Blattman et al. 2017,48.01040094467395
Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,2017,2009,Liberia,UCT,12.5,1.041666666666667,.0360462241082123,11.14871720466689,200,.2,.02,.002,470,250,220,.107,high risk men from 18-35,N,"Summary index of 19 aggressive behaviors, z-score",1,Unconditional,Other,Blattman_17,Blattman et al. 2017,0,0,0,0,0,0,0,1,UCT,25.4,18 to 35,0,Blattman et al.,12-13 months,.0896964181297375,1,1,1059.594,0,86,Blattman et al. 2017,.0360462241082123,.0896964181297375,-.1397555249683188,.2118479731847433,470,0,0,0,1,.18875153,1.0416666,Blattman et al. 2017,58.22157992544105
Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,2017,2009,Liberia,UCT,.75,.0625,-.0762838696243562,10.46414684999436,200,.2,.02,.002,470,250,220,.114,high risk men from 18-35,N,"Verbally and physically abuse partner (4 kinds), z-score",1,Unconditional,Other,Blattman_17,Blattman et al. 2017,0,0,0,0,0,0,0,1,UCT,25.4,18 to 35,0,Blattman et al.,2-5 weeks,.0955644081008418,1,1,1059.594,0,87,Blattman et al. 2017,-.0762838696243562,.0955644081008418,-.263586667705894,.1110189284571815,470,0,0,0,1,.18875153,.0625,Blattman et al. 2017,54.75590437611607
Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,2017,2009,Liberia,UCT,12.5,1.041666666666667,-.2567620342086665,8.030575505485967,200,.2,.02,.002,470,250,220,.113,high risk men from 18-35,N,"Verbally and physically abuse partner (4 kinds), z-score",1,Unconditional,Other,Blattman_17,Blattman et al. 2017,0,0,0,0,0,0,0,1,UCT,25.4,18 to 35,0,Blattman et al.,12-13 months,.1245240766763061,1,1,1059.594,0,88,Blattman et al. 2017,-.2567620342086665,.1245240766763061,-.5008247397023305,-.0126993287150025,470,0,0,0,1,.18875153,1.0416666,Blattman et al. 2017,40.59008197683735
Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,2017,2009,Liberia,UCT,12.5,1.041666666666667,-.0216818285075034,10.30375529636886,200,.2,.02,.002,470,250,220,.094,high risk men from 18-35,Y,Depression and distress,1,Unconditional,Depression,Blattman_17,Blattman et al. 2017,0,0,0,0,0,0,0,1,UCT,25.4,18 to 35,0,Blattman et al.,12-13 months,.0970519942716817,1,1,1059.594,0,89,Blattman et al. 2017,-.0216818285075034,.0970519942716817,-.2119002419077871,.1685365848927803,470,1,0,0,0,.18875153,1.0416666,Blattman et al. 2017,53.91008741122597
Paying for Happiness: Experimental Results from a Large Cash Transfer Program in Malawi,2018,2006,Malawi,UCT,17,1.416666666666667,.54509122718284,7.295055194314228,74.97,.07497,.007497,.0007497,5838,2786,3052,.85,"caregivers in ultra-poor, labor-constrainted households",N,quality of life scale,0,Unconditional,Other,Kilburn_2018,Kilburn et al. 2018,0,0,0,0,0,0,0,1,UCT,58,Caregivers (around 57 years old),.82,Kilburn et al.,17 months,.1370791547649154,1,0,725.927,0,90,Kilburn et al. 2018,.54509122718284,.1370791547649154,.2764210208124137,.8137614335532662,5838,0,0,0,1,.10327484,0,Kilburn et al. 2018,35.81532426844017
Paying for Happiness: Experimental Results from a Large Cash Transfer Program in Malawi,2018,2006,Malawi,UCT,17,1.416666666666667,.5128460735694268,7.75086367013373,74.97,.07497,.007497,.0007497,6733,3214,3519,.8,"caregivers in ultra-poor, labor-constrainted households",N,quality of life scale,0,Unconditional,Other,Kilburn_2018,Kilburn et al. 2018,0,0,0,0,0,0,0,1,UCT,58,Caregivers (around 57 years old),.82,Kilburn et al.,17 months,.129017880143252,1,0,725.927,0,91,Kilburn et al. 2018,.5128460735694268,.129017880143252,.2599756751269475,.7657164720119061,6733,0,0,0,1,.10327484,0,Kilburn et al. 2018,38.79588743239694
Paying for Happiness: Experimental Results from a Large Cash Transfer Program in Malawi,2018,2006,Malawi,UCT,17,1.416666666666667,.5305874301757669,7.848955186604646,74.97,.07497,.007497,.0007497,6896,3291,3605,.79,"caregivers in ultra-poor, labor-constrainted households",N,quality of life scale,0,Unconditional,Other,Kilburn_2018,Kilburn et al. 2018,0,0,0,0,0,0,0,1,UCT,58,Caregivers (around 57 years old),.82,Kilburn et al.,17 months,.1274054923522358,1,0,725.927,0,92,Kilburn et al. 2018,.5305874301757669,.1274054923522358,.2808772537327914,.7802976066187424,6896,0,0,0,1,.10327484,0,Kilburn et al. 2018,39.42833013161889
The worse the better? Quantile treatment effects of a conditional cash transfer programme on mental health,2020,2006,Malawi,CCT,12,1,.10593677957881,16.57828383100381,2.1,.0021,.00021,.000021,790,522,268,.64,adults (age 16+) living in three rural districts,N,"SF12 mental health scale (screening tool for mild to moderate common mental health disorders
such as depression, anxiety and psychological distress)",0,Conditional,Happiness or Satisfaction,Ohrnberger_20,Ohrnberger et al. 2020,0,1,0,0,0,0,0,0,CCT,39,Adults older than 16,.59,Ohrnberger et al.,1 year,.0603198744932726,1,1,725.927,1,93,Ohrnberger et al. 2020,.10593677957881,.0603198744932726,-.0122880019799805,.2241615611376005,790,0,0,1,0,.0028928528,1,Ohrnberger et al. 2020,78.31588375468509
